id,region,usuario,antiguedad,genero
12197,RegionA,Ligero,61.30273137,Mujer
12198,RegionB,Ligero,47.36846818,Hombre
12199,RegionA,Ligero,31.03414009,Hombre
12200,RegionA,Ligero,24.59701666,Mujer
12201,RegionB,Ligero,25.44059536,Hombre
12202,RegionA,Ligero,29.94281133,Mujer
12203,RegionB,Ligero,35.70177629,Mujer
12204,RegionA,Pesado,45.96543475,Mujer
12205,RegionC,Ligero,8.578038987,Hombre
12206,RegionB,Ligero,40.55884158,Mujer
12207,RegionB,Ligero,57.18293366,Hombre
12208,RegionB,Ligero,32.37065461,Mujer
12209,RegionB,Ligero,41.7531429,Hombre
12210,RegionC,Ligero,39.44562982,Hombre
12211,RegionA,Pesado,12.97937482,Hombre
12212,RegionC,Pesado,31.71022779,Mujer
12213,RegionC,Ligero,13.3515046,Hombre
12214,RegionC,Ligero,30.16971496,Mujer
12215,RegionC,Ligero,39.99713866,Hombre
12216,RegionA,Ligero,27.4986091,Hombre
12217,RegionB,Ligero,31.16072208,Mujer
12218,RegionC,Ligero,30.32544949,Hombre
12219,RegionC,Ligero,40.97709562,Hombre
12220,RegionA,Pesado,24.32183568,Hombre
12221,RegionA,Ligero,30.14110402,Mujer
12222,RegionA,Ligero,40.27080983,Hombre
12223,RegionB,Ligero,47.25844648,Hombre
12224,RegionC,Ligero,54.82062368,Mujer
12225,RegionA,Pesado,46.99936871,Mujer
12226,RegionC,Pesado,58.30618839,Mujer
12227,RegionC,Ligero,57.1420702,Mujer
12228,RegionB,Ligero,36.19810369,Hombre
12229,RegionC,Pesado,36.56164527,Mujer
12230,RegionC,Ligero,36.32661695,Hombre
12231,RegionA,Ligero,22.65128437,Hombre
12232,RegionB,Ligero,37.0746508,Hombre
12233,RegionB,Ligero,65.04853474,Mujer
12234,RegionB,Pesado,26.40189139,Mujer
12235,RegionC,Ligero,42.41878303,Mujer
12236,RegionB,Ligero,21.95256753,Mujer
12237,RegionA,Ligero,47.0839359,Hombre
12238,RegionB,Ligero,28.80596899,Hombre
12239,RegionA,Ligero,43.99765283,Mujer
12240,RegionA,Ligero,16.49040544,Hombre
12241,RegionB,Ligero,53.48102938,Mujer
12242,RegionC,Ligero,48.89139449,Mujer
12243,RegionB,Pesado,59.11818613,Mujer
12244,RegionB,Ligero,24.72848005,Hombre
12245,RegionA,Ligero,50.58651389,Hombre
12246,RegionC,Ligero,55.50925206,Hombre
12247,RegionA,Ligero,38.96079463,Mujer
12248,RegionB,Ligero,34.94785943,Mujer
12249,RegionC,Ligero,32.7503007,Hombre
12250,RegionC,Ligero,45.54448016,Mujer
12251,RegionB,Pesado,56.52218949,Mujer
12252,RegionB,Pesado,42.56598728,Mujer
12253,RegionB,Pesado,40.09736932,Mujer
12254,RegionC,Pesado,36.67120966,Hombre
12255,RegionA,Pesado,38.68083572,Hombre
12256,RegionB,Ligero,69.2482082,Hombre
12257,RegionB,Pesado,56.0395258,Hombre
12258,RegionB,Pesado,31.44593889,Hombre
12259,RegionA,Pesado,52.22389484,Mujer
12260,RegionA,Ligero,34.22849079,Mujer
12261,RegionB,Ligero,27.84326233,Mujer
12262,RegionB,Pesado,50.33918788,Hombre
12263,RegionC,Ligero,20.6047256,Mujer
12264,RegionA,Ligero,36.98861065,Hombre
12265,RegionA,Ligero,31.22005545,Mujer
12266,RegionA,Ligero,55.99415033,Hombre
12267,RegionA,Ligero,18.41538565,Hombre
12268,RegionC,Pesado,42.66403222,Hombre
12269,RegionB,Ligero,27.21470138,Hombre
12270,RegionC,Pesado,22.88057334,Mujer
12271,RegionC,Ligero,55.70048944,Hombre
12272,RegionB,Ligero,32.8952368,Mujer
12273,RegionA,Ligero,47.82076546,Mujer
12274,RegionB,Ligero,25.66382307,Mujer
12275,RegionA,Ligero,47.40094432,Hombre
12276,RegionA,Ligero,33.59465111,Hombre
12277,RegionA,Ligero,24.50333851,Mujer
12278,RegionA,Ligero,29.18375209,Hombre
12279,RegionB,Ligero,22.88632907,Mujer
12280,RegionA,Ligero,49.70452511,Mujer
12281,RegionB,Ligero,51.81837545,Hombre
12282,RegionC,Ligero,36.64180709,Mujer
12283,RegionC,Ligero,63.57544366,Hombre
12284,RegionC,Ligero,18.40960317,Mujer
12285,RegionB,Ligero,43.84664237,Mujer
12286,RegionC,Ligero,38.92111903,Hombre
12287,RegionA,Ligero,31.87815975,Hombre
12288,RegionC,Pesado,50.10743615,Mujer
12289,RegionC,Ligero,35.1852364,Mujer
12290,RegionC,Ligero,34.8596217,Mujer
12291,RegionC,Ligero,49.22787817,Hombre
12292,RegionC,Ligero,46.97542502,Hombre
12293,RegionA,Ligero,22.48397025,Hombre
12294,RegionA,Ligero,38.97656875,Hombre
12295,RegionB,Ligero,60.93408835,Hombre
12296,RegionA,Ligero,60.14962257,Hombre
12297,RegionA,Ligero,71.56346563,Hombre
12298,RegionC,Pesado,21.84296198,Mujer
12299,RegionB,Ligero,32.30188252,Hombre
12300,RegionA,Ligero,23.92622426,Mujer
12301,RegionB,Ligero,64.8479339,Hombre
12302,RegionA,Ligero,69.42652336,Mujer
12303,RegionC,Ligero,22.59393374,Hombre
12304,RegionA,Ligero,32.89079454,Mujer
12305,RegionB,Ligero,22.43760861,Mujer
12306,RegionB,Ligero,63.79592271,Mujer
12307,RegionB,Ligero,26.75652864,Mujer
12308,RegionA,Pesado,30.26179331,Hombre
12309,RegionA,Pesado,18.57802929,Mujer
12310,RegionC,Pesado,48.24273593,Mujer
12311,RegionB,Ligero,53.36738768,Hombre
12312,RegionA,Ligero,29.77404729,Mujer
12313,RegionA,Ligero,27.63974536,Hombre
12314,RegionC,Ligero,34.5734469,Mujer
12315,RegionC,Ligero,44.6892159,Mujer
12316,RegionA,Pesado,28.44232655,Hombre
12317,RegionA,Ligero,44.86172209,Mujer
12318,RegionB,Ligero,23.22016552,Hombre
12319,RegionA,Ligero,36.17999594,Mujer
12320,RegionA,Ligero,33.50541653,Mujer
12321,RegionB,Ligero,52.75517503,Hombre
12322,RegionA,Ligero,26.97857145,Hombre
12323,RegionC,Ligero,59.4774584,Mujer
12324,RegionB,Pesado,30.63222395,Mujer
12325,RegionA,Pesado,16.99156922,Mujer
12326,RegionC,Ligero,33.11898172,Hombre
12327,RegionB,Ligero,27.83043558,Mujer
12328,RegionB,Ligero,29.36881989,Hombre
12329,RegionA,Pesado,50.64079281,Mujer
12330,RegionC,Pesado,31.37572679,Mujer
12331,RegionB,Ligero,41.23161914,Mujer
12332,RegionC,Pesado,29.01967473,Hombre
12333,RegionA,Ligero,24.86406209,Hombre
12334,RegionC,Ligero,58.6048095,Mujer
12335,RegionB,Ligero,39.3188626,Mujer
12336,RegionC,Ligero,27.92560591,Hombre
12337,RegionA,Ligero,19.20315497,Mujer
12338,RegionA,Ligero,22.8516303,Hombre
12339,RegionC,Ligero,57.63265098,Mujer
12340,RegionB,Pesado,57.34230874,Hombre
12341,RegionC,Ligero,51.46605761,Hombre
12342,RegionC,Pesado,47.01914425,Mujer
12343,RegionC,Ligero,47.96039388,Hombre
12344,RegionB,Ligero,46.30885719,Mujer
12345,RegionB,Ligero,38.24922455,Hombre
12346,RegionC,Ligero,18.18177044,Hombre
12347,RegionB,Pesado,59.00142594,Mujer
12348,RegionC,Ligero,32.16923764,Hombre
12349,RegionB,Ligero,25.36468806,Hombre
12350,RegionB,Ligero,52.94993794,Hombre
12351,RegionB,Ligero,28.07118625,Mujer
12352,RegionA,Ligero,53.29151832,Hombre
12353,RegionA,Ligero,36.40693856,Mujer
12354,RegionB,Pesado,52.5484173,Hombre
12355,RegionC,Pesado,30.21097264,Mujer
12356,RegionC,Ligero,53.82029173,Mujer
12357,RegionC,Pesado,27.07669182,Mujer
12358,RegionC,Ligero,22.31585083,Mujer
12359,RegionA,Ligero,20.89015253,Mujer
12360,RegionC,Ligero,20.90107298,Mujer
12361,RegionB,Ligero,45.96051224,Mujer
12362,RegionC,Pesado,63.36365302,Mujer
12363,RegionA,Ligero,31.52393048,Mujer
12364,RegionC,Ligero,28.27606917,Hombre
12365,RegionB,Ligero,38.68950297,Mujer
12366,RegionB,Ligero,44.6164074,Hombre
12367,RegionB,Ligero,22.12622594,Mujer
12368,RegionB,Ligero,51.96922881,Hombre
12369,RegionB,Ligero,42.56445598,Hombre
12370,RegionB,Pesado,47.28574244,Mujer
12371,RegionB,Pesado,44.74013675,Hombre
12372,RegionB,Ligero,44.12494999,Hombre
12373,RegionC,Ligero,42.77384084,Mujer
12374,RegionB,Ligero,30.42042992,Mujer
12375,RegionB,Ligero,23.52096741,Mujer
12376,RegionA,Ligero,24.97779426,Hombre
12377,RegionB,Pesado,19.76462787,Hombre
12378,RegionC,Ligero,30.00610173,Mujer
12379,RegionB,Ligero,49.71885304,Mujer
12380,RegionA,Ligero,39.96640433,Hombre
12381,RegionB,Pesado,46.15506983,Hombre
12382,RegionB,Ligero,47.19009656,Mujer
12383,RegionB,Ligero,44.33242201,Hombre
12384,RegionB,Pesado,49.4609583,Hombre
12385,RegionC,Ligero,51.31436776,Mujer
12386,RegionB,Ligero,60.53718074,Hombre
12387,RegionA,Ligero,36.21791849,Hombre
12388,RegionB,Pesado,49.51262904,Mujer
12389,RegionA,Pesado,18.79941174,Mujer
12390,RegionA,Ligero,30.63921948,Mujer
12391,RegionB,Ligero,29.48159776,Hombre
12392,RegionC,Ligero,30.22024789,Hombre
12393,RegionC,Ligero,26.63780701,Hombre
12394,RegionA,Ligero,59.3297635,Hombre
12395,RegionC,Ligero,25.57936305,Hombre
12396,RegionA,Pesado,50.1328342,Mujer
12397,RegionB,Pesado,33.06707464,Hombre
12398,RegionA,Ligero,58.93163884,Mujer
12399,RegionB,Ligero,37.91942426,Mujer
12400,RegionB,Pesado,33.11419943,Hombre
12401,RegionC,Ligero,36.5628586,Mujer
12402,RegionB,Ligero,54.13145162,Hombre
12403,RegionB,Ligero,39.25224822,Hombre
12404,RegionA,Ligero,9.431944375,Hombre
12405,RegionC,Ligero,30.89065812,Mujer
12406,RegionC,Pesado,46.31898244,Mujer
12407,RegionC,Ligero,35.95263245,Hombre
12408,RegionB,Ligero,40.79092867,Mujer
12409,RegionA,Ligero,50.54249381,Mujer
12410,RegionB,Ligero,59.82004512,Hombre
12411,RegionA,Ligero,32.75527699,Mujer
12412,RegionB,Ligero,34.4834951,Mujer
12413,RegionC,Ligero,41.81285932,Hombre
12414,RegionC,Pesado,48.89481837,Mujer
12415,RegionA,Pesado,47.05822112,Hombre
12416,RegionB,Pesado,38.04910149,Mujer
12417,RegionA,Pesado,28.84630401,Mujer
12418,RegionA,Pesado,57.57175355,Hombre
12419,RegionC,Ligero,17.10972137,Mujer
12420,RegionB,Ligero,42.01840648,Hombre
12421,RegionA,Pesado,46.69549201,Hombre
12422,RegionC,Pesado,41.77969034,Hombre
12423,RegionC,Ligero,53.99594424,Hombre
12424,RegionB,Ligero,44.41810459,Hombre
12425,RegionC,Pesado,25.5271611,Mujer
12426,RegionA,Pesado,41.50117192,Hombre
12427,RegionB,Ligero,66.52255332,Mujer
12428,RegionC,Pesado,31.49845537,Hombre
12429,RegionA,Ligero,38.84621043,Mujer
12430,RegionC,Pesado,29.34778455,Mujer
12431,RegionC,Ligero,31.79009776,Mujer
12432,RegionB,Pesado,43.8840679,Mujer
12433,RegionB,Ligero,24.34999406,Hombre
12434,RegionA,Ligero,71.35524188,Mujer
12435,RegionA,Ligero,25.10384608,Mujer
12436,RegionC,Pesado,63.34770844,Mujer
12437,RegionA,Pesado,23.77222705,Mujer
12438,RegionC,Pesado,37.99122479,Mujer
12439,RegionC,Ligero,37.01905536,Hombre
12440,RegionC,Ligero,44.93725951,Hombre
12441,RegionA,Pesado,43.12833947,Hombre
12442,RegionA,Ligero,57.73584918,Hombre
12443,RegionC,Ligero,32.71928069,Hombre
12444,RegionA,Ligero,48.53604879,Hombre
12445,RegionB,Ligero,25.9109623,Mujer
12446,RegionA,Ligero,64.28619351,Mujer
12447,RegionA,Ligero,14.29546353,Mujer
12448,RegionC,Ligero,42.47888753,Mujer
12449,RegionB,Ligero,21.81881837,Mujer
12450,RegionA,Pesado,43.55789159,Mujer
12451,RegionA,Ligero,50.99721777,Mujer
12452,RegionA,Ligero,21.5463343,Mujer
12453,RegionB,Ligero,26.43427845,Mujer
12454,RegionB,Ligero,42.61339059,Hombre
12455,RegionB,Ligero,29.34819515,Mujer
12456,RegionC,Ligero,23.67074001,Hombre
12457,RegionB,Ligero,20.57849672,Hombre
12458,RegionB,Ligero,7.553456445,Hombre
12459,RegionA,Pesado,36.27007152,Hombre
12460,RegionA,Ligero,43.55267217,Hombre
12461,RegionA,Ligero,18.18318277,Mujer
12462,RegionA,Ligero,33.77920931,Hombre
12463,RegionC,Ligero,22.08203606,Hombre
12464,RegionA,Ligero,40.78413568,Mujer
12465,RegionC,Pesado,58.83835514,Hombre
12466,RegionA,Ligero,32.43917637,Hombre
12467,RegionA,Ligero,34.02634653,Hombre
12468,RegionA,Pesado,30.30166581,Mujer
12469,RegionB,Ligero,45.16338138,Hombre
12470,RegionC,Ligero,39.97769866,Mujer
12471,RegionA,Ligero,32.03186584,Hombre
12472,RegionB,Ligero,30.34946069,Mujer
12473,RegionB,Ligero,44.06935048,Mujer
12474,RegionC,Ligero,64.12094317,Mujer
12475,RegionC,Ligero,53.17341251,Mujer
12476,RegionC,Pesado,35.80143593,Hombre
12477,RegionB,Ligero,33.19294919,Mujer
12478,RegionB,Ligero,35.84017801,Hombre
12479,RegionA,Pesado,37.68836708,Hombre
12480,RegionC,Ligero,29.52381026,Hombre
12481,RegionC,Ligero,54.67446234,Hombre
12482,RegionB,Ligero,45.67160188,Mujer
12483,RegionB,Ligero,52.11001942,Mujer
12484,RegionB,Ligero,24.96594372,Mujer
12485,RegionB,Ligero,43.75134283,Mujer
12486,RegionA,Ligero,41.84567528,Hombre
12487,RegionB,Pesado,31.65876071,Mujer
12488,RegionA,Ligero,42.45844356,Mujer
12489,RegionA,Ligero,50.47704855,Hombre
12490,RegionA,Ligero,48.49034288,Mujer
12491,RegionA,Ligero,45.48576593,Mujer
12492,RegionA,Pesado,45.48637252,Hombre
12493,RegionC,Ligero,27.15578121,Mujer
12494,RegionA,Ligero,42.39773366,Mujer
12495,RegionB,Ligero,47.13341126,Mujer
12496,RegionA,Pesado,41.68472655,Mujer
12497,RegionA,Pesado,25.5804367,Mujer
12498,RegionB,Ligero,54.13527815,Mujer
12499,RegionC,Ligero,51.8020357,Mujer
12500,RegionB,Ligero,64.90259661,Hombre
12501,RegionC,Ligero,52.29228971,Mujer
12502,RegionC,Ligero,48.8587544,Mujer
12503,RegionC,Ligero,45.79080957,Hombre
12504,RegionB,Ligero,41.48399335,Mujer
12505,RegionB,Ligero,41.97497322,Mujer
12506,RegionA,Ligero,43.58436894,Mujer
12507,RegionC,Ligero,58.5491854,Mujer
12508,RegionA,Ligero,60.69136862,Hombre
12509,RegionC,Ligero,40.63361362,Hombre
12510,RegionC,Pesado,34.07088968,Hombre
12511,RegionC,Pesado,49.59458487,Hombre
12512,RegionA,Ligero,22.05904789,Mujer
12513,RegionB,Pesado,53.06748634,Hombre
12514,RegionB,Ligero,54.98828479,Hombre
12515,RegionA,Pesado,53.36965966,Mujer
12516,RegionA,Pesado,50.02843756,Mujer
12517,RegionA,Ligero,46.0768219,Mujer
12518,RegionA,Ligero,56.38534755,Hombre
12519,RegionA,Ligero,59.37636893,Mujer
12520,RegionB,Ligero,31.34067373,Hombre
12521,RegionB,Ligero,55.37525246,Mujer
12522,RegionC,Ligero,54.64485289,Mujer
12523,RegionA,Ligero,51.61741685,Hombre
12524,RegionB,Ligero,43.15741818,Mujer
12525,RegionC,Pesado,28.10485926,Mujer
12526,RegionA,Ligero,52.07779123,Mujer
12527,RegionA,Ligero,52.72786918,Hombre
12528,RegionC,Ligero,44.65618365,Mujer
12529,RegionC,Pesado,26.30161686,Hombre
12530,RegionC,Ligero,51.53620066,Hombre
12531,RegionC,Pesado,47.48469658,Hombre
12532,RegionB,Ligero,57.12881767,Hombre
12533,RegionA,Ligero,48.68286226,Mujer
12534,RegionA,Ligero,29.40994981,Mujer
12535,RegionC,Pesado,23.52531998,Hombre
12536,RegionB,Ligero,46.21022426,Mujer
12537,RegionA,Ligero,54.90063136,Hombre
12538,RegionB,Pesado,18.64986466,Mujer
12539,RegionB,Ligero,31.03302022,Mujer
12540,RegionC,Pesado,35.52064043,Hombre
12541,RegionB,Ligero,45.94037069,Mujer
12542,RegionA,Pesado,49.44618135,Hombre
12543,RegionB,Ligero,60.02460871,Hombre
12544,RegionC,Ligero,33.87706679,Hombre
12545,RegionA,Ligero,32.44421687,Hombre
12546,RegionC,Ligero,37.19723723,Hombre
12547,RegionC,Pesado,55.11885268,Hombre
12548,RegionA,Ligero,28.07254119,Hombre
12549,RegionA,Ligero,50.66525778,Hombre
12550,RegionB,Ligero,22.03664629,Mujer
12551,RegionA,Pesado,40.53036486,Mujer
12552,RegionC,Ligero,43.01380229,Mujer
12553,RegionC,Ligero,23.16118356,Mujer
12554,RegionA,Ligero,29.17427972,Mujer
12555,RegionC,Ligero,36.32434299,Mujer
12556,RegionB,Ligero,67.35833347,Hombre
12557,RegionC,Ligero,31.03753122,Hombre
12558,RegionB,Pesado,17.72192794,Mujer
12559,RegionA,Ligero,23.2830885,Mujer
12560,RegionC,Pesado,29.21621993,Mujer
12561,RegionA,Pesado,57.88240875,Hombre
12562,RegionB,Ligero,26.99256763,Mujer
12563,RegionB,Ligero,59.47018698,Hombre
12564,RegionA,Pesado,16.23815902,Hombre
12565,RegionA,Ligero,45.81102492,Mujer
12566,RegionC,Pesado,25.27388756,Hombre
12567,RegionB,Ligero,21.19991084,Mujer
12568,RegionA,Pesado,27.7080492,Hombre
12569,RegionA,Ligero,33.60224143,Hombre
12570,RegionB,Ligero,37.1016006,Hombre
12571,RegionB,Pesado,32.79939391,Hombre
12572,RegionC,Ligero,63.81025495,Hombre
12573,RegionB,Ligero,34.03069355,Hombre
12574,RegionA,Ligero,20.74157896,Hombre
12575,RegionA,Ligero,18.26535267,Mujer
12576,RegionB,Pesado,33.75442038,Hombre
12577,RegionB,Ligero,53.96229711,Hombre
12578,RegionB,Pesado,49.29970114,Mujer
12579,RegionA,Ligero,52.93341291,Mujer
12580,RegionA,Pesado,55.81242275,Mujer
12581,RegionA,Ligero,46.33041771,Hombre
12582,RegionA,Ligero,45.04856718,Mujer
12583,RegionC,Ligero,61.8152976,Hombre
12584,RegionA,Ligero,20.54212953,Mujer
12585,RegionC,Ligero,49.17104237,Hombre
12586,RegionA,Ligero,67.63821727,Mujer
12587,RegionC,Ligero,46.73080315,Mujer
12588,RegionC,Ligero,62.24057337,Mujer
12589,RegionA,Ligero,32.29381659,Hombre
12590,RegionC,Ligero,20.21069418,Mujer
12591,RegionA,Ligero,55.94357178,Hombre
12592,RegionC,Pesado,31.62505111,Hombre
12593,RegionA,Pesado,66.66338898,Hombre
12594,RegionC,Ligero,47.62589207,Mujer
12595,RegionC,Ligero,51.8560321,Hombre
12596,RegionA,Ligero,13.9296627,Hombre
12597,RegionC,Ligero,48.35135828,Mujer
12598,RegionB,Ligero,57.82489078,Hombre
12599,RegionA,Ligero,39.82807305,Hombre
12600,RegionA,Ligero,14.39868948,Hombre
12601,RegionC,Ligero,20.5031966,Hombre
12602,RegionB,Pesado,48.31722464,Hombre
12603,RegionC,Ligero,23.68152462,Mujer
12604,RegionB,Pesado,26.91419417,Hombre
12605,RegionA,Pesado,17.4102793,Mujer
12606,RegionB,Ligero,33.72610717,Mujer
12607,RegionB,Ligero,52.92246087,Hombre
12608,RegionA,Pesado,54.47024712,Mujer
12609,RegionC,Ligero,18.45898356,Mujer
12610,RegionB,Ligero,30.53091967,Mujer
12611,RegionC,Ligero,37.51604987,Hombre
12612,RegionB,Ligero,42.84743884,Hombre
12613,RegionA,Ligero,29.00033885,Hombre
12614,RegionB,Ligero,29.4754953,Hombre
12615,RegionC,Pesado,26.64445727,Mujer
12616,RegionA,Ligero,38.95090675,Hombre
12617,RegionA,Ligero,32.20306058,Mujer
12618,RegionC,Ligero,41.48148166,Mujer
12619,RegionC,Pesado,32.09477115,Hombre
12620,RegionA,Ligero,40.57483553,Hombre
12621,RegionC,Ligero,38.11104521,Hombre
12622,RegionC,Pesado,40.94806325,Hombre
12623,RegionB,Ligero,40.42027081,Hombre
12624,RegionA,Ligero,23.62485724,Hombre
12625,RegionC,Ligero,26.11098324,Hombre
12626,RegionC,Ligero,56.77510668,Mujer
12627,RegionC,Ligero,46.50655111,Hombre
12628,RegionB,Pesado,36.46942897,Hombre
12629,RegionB,Ligero,30.88217297,Hombre
12630,RegionC,Pesado,59.69010008,Hombre
12631,RegionB,Ligero,38.67351891,Mujer
12632,RegionB,Ligero,17.65006885,Hombre
12633,RegionA,Ligero,45.20837471,Hombre
12634,RegionB,Pesado,32.84180586,Hombre
12635,RegionA,Ligero,50.06699615,Hombre
12636,RegionA,Pesado,53.03101924,Mujer
12637,RegionB,Ligero,19.50089085,Hombre
12638,RegionC,Ligero,40.36053642,Mujer
12639,RegionC,Ligero,18.21545972,Hombre
12640,RegionB,Ligero,23.31573205,Mujer
12641,RegionC,Ligero,68.50782138,Mujer
12642,RegionC,Pesado,36.60204939,Hombre
12643,RegionB,Pesado,38.22678096,Mujer
12644,RegionB,Pesado,28.41927016,Hombre
12645,RegionB,Ligero,40.66136216,Hombre
12646,RegionB,Ligero,20.21246961,Hombre
12647,RegionC,Pesado,34.30598147,Hombre
12648,RegionA,Ligero,46.15771095,Mujer
12649,RegionA,Ligero,35.6735785,Mujer
12650,RegionB,Ligero,46.34231113,Hombre
12651,RegionC,Pesado,25.37112453,Hombre
12652,RegionC,Pesado,35.43809191,Hombre
12653,RegionB,Ligero,23.23414791,Mujer
12654,RegionB,Ligero,30.32642219,Hombre
12655,RegionB,Ligero,35.8510542,Mujer
12656,RegionC,Ligero,19.88113617,Mujer
12657,RegionA,Pesado,43.54773207,Hombre
12658,RegionB,Ligero,48.77048714,Mujer
12659,RegionB,Ligero,32.39902065,Hombre
12660,RegionA,Pesado,48.04847334,Hombre
12661,RegionA,Ligero,36.23864649,Hombre
12662,RegionB,Pesado,32.10226114,Hombre
12663,RegionB,Ligero,38.17208173,Hombre
12664,RegionB,Pesado,21.61137786,Mujer
12665,RegionA,Ligero,27.80653135,Mujer
12666,RegionC,Ligero,27.07902534,Mujer
12667,RegionC,Ligero,17.10487278,Hombre
12668,RegionA,Ligero,45.59268198,Hombre
12669,RegionC,Ligero,28.89218373,Hombre
12670,RegionA,Pesado,54.86800886,Mujer
12671,RegionB,Ligero,17.15844428,Hombre
12672,RegionC,Ligero,16.07516354,Hombre
12673,RegionC,Ligero,43.2211823,Hombre
12674,RegionC,Pesado,21.13475816,Hombre
12675,RegionC,Ligero,35.74611566,Mujer
12676,RegionB,Ligero,41.35948458,Hombre
12677,RegionC,Ligero,33.44321178,Hombre
12678,RegionB,Pesado,34.1271831,Mujer
12679,RegionA,Ligero,24.16682067,Hombre
12680,RegionC,Pesado,52.93518231,Hombre
12681,RegionB,Ligero,56.64691517,Hombre
12682,RegionB,Pesado,48.03502603,Hombre
12683,RegionA,Ligero,38.11230855,Hombre
12684,RegionC,Ligero,31.88434705,Mujer
12685,RegionC,Ligero,56.99897783,Mujer
12686,RegionB,Ligero,11.08053957,Mujer
12687,RegionA,Ligero,25.71700754,Mujer
12688,RegionB,Ligero,37.26212818,Hombre
12689,RegionB,Ligero,41.31311932,Hombre
12690,RegionA,Ligero,52.01012894,Hombre
12691,RegionA,Ligero,27.54592001,Hombre
12692,RegionC,Pesado,41.09577025,Mujer
12693,RegionA,Ligero,43.15249469,Mujer
12694,RegionC,Ligero,58.07824792,Hombre
12695,RegionC,Ligero,41.39213571,Hombre
12696,RegionA,Ligero,42.04028929,Hombre
12697,RegionB,Ligero,19.16315608,Mujer
12698,RegionB,Ligero,38.17298322,Mujer
12699,RegionA,Ligero,53.74048606,Hombre
12700,RegionB,Pesado,46.14896163,Hombre
12701,RegionB,Ligero,56.80166348,Mujer
12702,RegionC,Ligero,48.59218834,Hombre
12703,RegionA,Ligero,37.53765079,Mujer
12704,RegionA,Pesado,59.20400809,Hombre
12705,RegionC,Ligero,39.14138589,Mujer
12706,RegionC,Ligero,37.0077468,Mujer
12707,RegionC,Ligero,25.48183604,Mujer
12708,RegionC,Ligero,21.65780569,Mujer
12709,RegionB,Ligero,18.80571582,Hombre
12710,RegionB,Ligero,57.71101478,Hombre
12711,RegionB,Ligero,44.44867083,Hombre
12712,RegionC,Pesado,28.57307156,Hombre
12713,RegionA,Ligero,57.6730663,Mujer
12714,RegionC,Ligero,18.49922,Hombre
12715,RegionC,Ligero,27.01184129,Mujer
12716,RegionA,Pesado,41.52994339,Hombre
12717,RegionC,Pesado,28.66088334,Mujer
12718,RegionA,Ligero,58.61371342,Hombre
12719,RegionC,Pesado,22.06462092,Hombre
12720,RegionB,Ligero,40.79074393,Mujer
12721,RegionC,Ligero,59.41860234,Mujer
12722,RegionB,Pesado,32.72840852,Mujer
12723,RegionA,Pesado,24.7987518,Hombre
12724,RegionB,Pesado,40.28021277,Hombre
12725,RegionC,Pesado,41.47961548,Mujer
12726,RegionA,Ligero,45.80038897,Hombre
12727,RegionA,Ligero,39.65651966,Hombre
12728,RegionA,Ligero,28.24088327,Hombre
12729,RegionA,Pesado,57.20935827,Hombre
12730,RegionC,Ligero,35.61549307,Mujer
12731,RegionA,Ligero,56.83014533,Hombre
12732,RegionA,Ligero,36.46218497,Mujer
12733,RegionA,Pesado,68.65009624,Mujer
12734,RegionB,Pesado,54.15119849,Hombre
12735,RegionA,Ligero,26.78031515,Hombre
12736,RegionA,Ligero,46.70352149,Mujer
12737,RegionC,Pesado,43.46689538,Hombre
12738,RegionA,Ligero,43.45034425,Hombre
12739,RegionB,Ligero,32.75509621,Mujer
12740,RegionA,Pesado,52.89539876,Mujer
12741,RegionA,Ligero,27.09717236,Hombre
12742,RegionA,Ligero,33.49884196,Mujer
12743,RegionA,Ligero,30.39077133,Mujer
12744,RegionC,Ligero,27.72324457,Hombre
12745,RegionA,Ligero,33.33215775,Hombre
12746,RegionC,Ligero,65.14519969,Mujer
12747,RegionB,Ligero,38.41205348,Mujer
12748,RegionC,Ligero,59.12756048,Mujer
12749,RegionC,Ligero,25.6290344,Hombre
12750,RegionC,Ligero,64.57902357,Mujer
12751,RegionA,Ligero,16.81278768,Mujer
12752,RegionA,Ligero,40.09650135,Hombre
12753,RegionC,Ligero,34.7836804,Hombre
12754,RegionC,Ligero,39.30182321,Mujer
12755,RegionA,Ligero,48.32431458,Hombre
12756,RegionA,Ligero,64.85670604,Hombre
12757,RegionA,Ligero,46.32699328,Mujer
12758,RegionB,Ligero,35.29056221,Hombre
12759,RegionB,Ligero,55.29005577,Mujer
12760,RegionA,Ligero,23.88246974,Hombre
12761,RegionA,Pesado,32.53844616,Hombre
12762,RegionB,Pesado,26.34743555,Mujer
12763,RegionA,Pesado,19.46521432,Mujer
12764,RegionA,Ligero,18.23078862,Mujer
12765,RegionB,Ligero,32.60455029,Mujer
12766,RegionB,Ligero,16.06069046,Mujer
12767,RegionA,Pesado,30.79154978,Mujer
12768,RegionC,Ligero,42.38456888,Hombre
12769,RegionB,Ligero,29.43209908,Hombre
12770,RegionA,Ligero,41.55896564,Mujer
12771,RegionA,Ligero,58.28910021,Mujer
12772,RegionB,Pesado,64.90202127,Mujer
12773,RegionC,Pesado,31.52188378,Mujer
12774,RegionA,Ligero,46.63714531,Mujer
12775,RegionB,Pesado,26.96437933,Mujer
12776,RegionC,Pesado,15.24768489,Hombre
12777,RegionA,Ligero,27.78260663,Mujer
12778,RegionA,Ligero,50.62168163,Hombre
