id,y,w,region,usuario,antiguedad,genero
2199,0,0,RegionC,Ligero,34.84610388,Hombre
2200,0,0,RegionC,Ligero,53.23630224,Mujer
2201,0,0,RegionA,Ligero,38.40476281,Hombre
2202,0,0,RegionC,Ligero,33.6424662,Hombre
2203,0,0,RegionA,Ligero,48.74023542,Hombre
2204,1,0,RegionB,Ligero,21.38280014,Hombre
2205,1,0,RegionA,Pesado,31.83242645,Hombre
2206,0,0,RegionC,Pesado,43.51635415,Hombre
2207,1,0,RegionB,Pesado,31.22227873,Hombre
2208,1,0,RegionB,Pesado,29.44996558,Hombre
2209,1,0,RegionA,Pesado,57.76138086,Mujer
2210,0,0,RegionA,Ligero,24.36813825,Hombre
2211,0,0,RegionA,Pesado,49.20052672,Hombre
2212,0,0,RegionA,Ligero,23.07063041,Hombre
2213,1,0,RegionC,Ligero,34.59181188,Hombre
2214,0,0,RegionA,Ligero,16.73599222,Mujer
2215,0,0,RegionA,Ligero,51.75662483,Mujer
2216,0,0,RegionA,Pesado,45.28294031,Mujer
2217,1,0,RegionB,Pesado,51.94655831,Mujer
2218,0,0,RegionA,Ligero,32.14397155,Mujer
2219,0,0,RegionB,Ligero,49.38400688,Mujer
2220,1,0,RegionC,Pesado,47.04893377,Mujer
2221,0,0,RegionB,Ligero,32.64444679,Mujer
2222,0,0,RegionB,Pesado,45.67454218,Hombre
2223,1,0,RegionB,Ligero,56.75539016,Mujer
2224,0,0,RegionB,Ligero,65.10531713,Hombre
2225,1,0,RegionC,Pesado,39.06716541,Mujer
2226,0,0,RegionC,Pesado,51.32917334,Hombre
2227,0,0,RegionC,Ligero,22.69869151,Mujer
2228,0,0,RegionA,Pesado,53.8781404,Hombre
2229,0,0,RegionB,Ligero,31.9259742,Hombre
2230,0,0,RegionC,Ligero,46.83022305,Hombre
2231,0,0,RegionA,Ligero,36.95550407,Mujer
2232,1,0,RegionA,Ligero,52.66934121,Hombre
2233,0,0,RegionB,Pesado,20.15181997,Mujer
2234,0,0,RegionC,Pesado,51.23574148,Hombre
2235,0,0,RegionA,Ligero,40.96306461,Hombre
2236,0,0,RegionC,Ligero,23.0755347,Hombre
2237,1,0,RegionA,Ligero,40.95217604,Hombre
2238,1,0,RegionA,Pesado,59.68461332,Hombre
2239,1,0,RegionC,Pesado,27.10946499,Mujer
2240,0,0,RegionC,Pesado,54.21997554,Mujer
2241,1,0,RegionB,Ligero,31.29620076,Hombre
2242,0,0,RegionB,Ligero,54.21471645,Mujer
2243,0,0,RegionB,Ligero,25.35195441,Mujer
2244,1,0,RegionB,Ligero,39.29484521,Hombre
2245,0,0,RegionC,Ligero,19.32212728,Hombre
2246,0,0,RegionA,Ligero,56.60923333,Hombre
2247,0,0,RegionA,Ligero,33.04273087,Hombre
2248,0,0,RegionA,Ligero,50.62209034,Hombre
2249,0,0,RegionA,Ligero,38.18021805,Hombre
2250,0,0,RegionC,Ligero,61.05015101,Mujer
2251,1,0,RegionA,Pesado,52.87887657,Mujer
2252,1,0,RegionB,Ligero,54.47768761,Mujer
2253,1,0,RegionA,Ligero,40.87326514,Hombre
2254,0,0,RegionB,Ligero,38.10752878,Mujer
2255,0,0,RegionA,Pesado,25.24655927,Mujer
2256,0,0,RegionA,Pesado,41.40668081,Hombre
2257,0,0,RegionA,Ligero,32.69273318,Hombre
2258,1,0,RegionB,Ligero,33.89872549,Hombre
2259,1,0,RegionA,Ligero,29.15071713,Hombre
2260,0,0,RegionA,Ligero,55.5681171,Mujer
2261,1,0,RegionC,Pesado,36.99719634,Mujer
2262,1,0,RegionB,Ligero,15.77966887,Mujer
2263,1,0,RegionC,Ligero,51.82788488,Mujer
2264,0,0,RegionC,Ligero,19.10134756,Hombre
2265,0,0,RegionB,Pesado,21.49031127,Mujer
2266,1,0,RegionC,Pesado,35.15870979,Mujer
2267,0,0,RegionA,Pesado,52.08192881,Mujer
2268,0,0,RegionA,Pesado,43.48610432,Mujer
2269,0,0,RegionC,Pesado,29.40962524,Hombre
2270,0,0,RegionA,Pesado,41.49903736,Hombre
2271,0,0,RegionC,Ligero,27.71321137,Hombre
2272,1,0,RegionB,Pesado,38.69704076,Mujer
2273,1,0,RegionB,Ligero,35.49726978,Hombre
2274,1,0,RegionB,Ligero,25.31627865,Hombre
2275,0,0,RegionA,Pesado,35.42031115,Mujer
2276,0,0,RegionA,Ligero,41.43626451,Hombre
2277,1,0,RegionB,Pesado,46.84389631,Mujer
2278,0,0,RegionA,Ligero,29.17751016,Hombre
2279,0,0,RegionB,Ligero,23.69078819,Hombre
2280,0,0,RegionB,Ligero,51.90722281,Hombre
2281,1,0,RegionB,Ligero,25.13215663,Mujer
2282,0,0,RegionA,Ligero,49.71326038,Mujer
2283,0,0,RegionC,Ligero,28.81338166,Hombre
2284,0,0,RegionB,Pesado,51.74459612,Mujer
2285,1,0,RegionB,Ligero,53.92921061,Mujer
2286,0,0,RegionC,Ligero,36.99032634,Hombre
2287,0,0,RegionA,Ligero,71.71176582,Mujer
2288,0,0,RegionC,Pesado,43.1144887,Mujer
2289,0,0,RegionA,Ligero,25.39110663,Mujer
2290,0,0,RegionB,Ligero,48.09849914,Hombre
2291,1,0,RegionA,Pesado,25.02850123,Hombre
2292,0,0,RegionA,Ligero,32.04287314,Mujer
2293,1,0,RegionC,Ligero,31.29464427,Mujer
2294,0,0,RegionB,Pesado,22.61553493,Mujer
2295,0,0,RegionC,Ligero,57.94344896,Mujer
2296,0,0,RegionA,Ligero,70.81016271,Hombre
2297,0,0,RegionA,Ligero,51.19990373,Mujer
2298,1,0,RegionC,Pesado,49.15609297,Hombre
2299,0,0,RegionA,Ligero,51.30928289,Hombre
2300,1,0,RegionB,Ligero,30.66945609,Mujer
2301,0,0,RegionC,Ligero,36.11810229,Mujer
2302,0,0,RegionB,Pesado,38.25000799,Hombre
2303,0,0,RegionB,Ligero,51.9169027,Mujer
2304,1,0,RegionC,Pesado,47.44467074,Hombre
2305,0,0,RegionB,Ligero,19.82613785,Mujer
2306,1,0,RegionC,Pesado,20.41976882,Hombre
2307,0,0,RegionC,Ligero,48.73061366,Mujer
2308,1,0,RegionB,Ligero,24.29104343,Mujer
2309,0,0,RegionC,Pesado,40.86850382,Hombre
2310,1,0,RegionB,Pesado,35.94083586,Hombre
2311,0,0,RegionA,Pesado,31.36445291,Mujer
2312,0,0,RegionB,Pesado,54.99226436,Mujer
2313,0,0,RegionA,Pesado,38.37527617,Hombre
2314,0,0,RegionA,Ligero,30.84278735,Hombre
2315,0,0,RegionC,Pesado,34.87937826,Hombre
2316,0,0,RegionC,Ligero,24.50826905,Mujer
2317,1,0,RegionC,Pesado,54.53506772,Mujer
2318,0,0,RegionB,Ligero,63.8784216,Mujer
2319,1,0,RegionB,Ligero,28.20755549,Hombre
2320,1,0,RegionA,Ligero,18.11688639,Hombre
2321,0,0,RegionA,Ligero,31.47065133,Hombre
2322,1,0,RegionB,Ligero,31.54668446,Mujer
2323,1,0,RegionC,Pesado,23.61638723,Hombre
2324,1,0,RegionC,Ligero,38.16456651,Hombre
2325,1,0,RegionB,Ligero,33.48674841,Mujer
2326,1,0,RegionB,Pesado,40.79260859,Mujer
2327,0,0,RegionA,Pesado,14.18533926,Hombre
2328,1,0,RegionB,Pesado,59.97840908,Hombre
2329,0,0,RegionC,Ligero,18.28799219,Mujer
2330,0,0,RegionC,Pesado,24.53230415,Hombre
2331,0,0,RegionA,Ligero,51.82563168,Mujer
2332,0,0,RegionA,Ligero,67.59240446,Mujer
2333,0,0,RegionA,Ligero,69.37120125,Mujer
2334,0,0,RegionA,Ligero,46.43862446,Hombre
2335,0,0,RegionA,Ligero,37.31065626,Hombre
2336,0,0,RegionC,Ligero,33.30229102,Hombre
2337,1,0,RegionA,Ligero,48.25479047,Hombre
2338,0,0,RegionA,Pesado,48.52595066,Mujer
2339,0,0,RegionA,Ligero,55.2213788,Hombre
2340,0,0,RegionC,Pesado,17.11187755,Hombre
2341,1,0,RegionA,Ligero,42.33463451,Hombre
2342,0,0,RegionA,Pesado,53.36885611,Hombre
2343,1,0,RegionB,Ligero,45.46302018,Hombre
2344,0,0,RegionC,Ligero,32.00578241,Mujer
2345,0,0,RegionA,Ligero,35.26157029,Hombre
2346,0,0,RegionA,Ligero,60.65221134,Mujer
2347,1,0,RegionB,Pesado,45.33921917,Hombre
2348,1,0,RegionB,Pesado,40.38863271,Mujer
2349,0,0,RegionB,Pesado,41.20787414,Hombre
2350,0,0,RegionB,Ligero,20.1794668,Mujer
2351,0,0,RegionC,Ligero,47.96301629,Mujer
2352,1,0,RegionC,Pesado,55.05767205,Hombre
2353,1,0,RegionC,Pesado,51.63168283,Mujer
2354,0,0,RegionA,Ligero,16.82521122,Mujer
2355,0,0,RegionC,Pesado,42.04091103,Mujer
2356,0,0,RegionC,Ligero,53.66351228,Mujer
2357,0,0,RegionA,Pesado,54.73641052,Hombre
2358,0,0,RegionB,Ligero,54.00944006,Mujer
2359,0,0,RegionA,Pesado,52.30490313,Mujer
2360,1,0,RegionA,Pesado,55.05582291,Hombre
2361,0,0,RegionB,Ligero,31.31614276,Hombre
2362,1,0,RegionA,Ligero,46.57884168,Mujer
2363,0,0,RegionC,Pesado,54.66334456,Mujer
2364,0,0,RegionC,Ligero,34.08079709,Hombre
2365,0,0,RegionA,Ligero,55.48031131,Hombre
2366,1,0,RegionB,Pesado,31.00029032,Mujer
2367,0,0,RegionC,Ligero,20.54745694,Mujer
2368,0,0,RegionA,Ligero,63.87051093,Hombre
2369,0,0,RegionC,Ligero,41.65104874,Hombre
2370,0,0,RegionC,Ligero,26.57889672,Mujer
2371,0,0,RegionC,Ligero,50.22318794,Mujer
2372,0,0,RegionA,Ligero,49.29924162,Hombre
2373,1,0,RegionB,Ligero,57.52401518,Mujer
2374,0,0,RegionB,Pesado,26.25115648,Hombre
2375,0,0,RegionA,Ligero,39.14978073,Hombre
2376,1,0,RegionA,Ligero,56.66258666,Mujer
2377,0,0,RegionA,Pesado,61.24479735,Mujer
2378,1,0,RegionB,Ligero,39.8730722,Hombre
2379,0,0,RegionB,Pesado,39.9170842,Mujer
2380,0,0,RegionA,Ligero,40.77968894,Hombre
2381,1,0,RegionB,Ligero,67.0654882,Mujer
2382,0,0,RegionC,Ligero,53.60735194,Hombre
2383,0,0,RegionC,Ligero,19.6927843,Mujer
2384,0,0,RegionC,Ligero,57.95187986,Hombre
2385,1,0,RegionA,Ligero,28.66026742,Mujer
2386,1,0,RegionB,Pesado,54.34191143,Hombre
2387,1,0,RegionC,Ligero,51.08032727,Hombre
2388,0,0,RegionB,Pesado,23.87624357,Hombre
2389,1,0,RegionC,Ligero,52.73450974,Mujer
2390,1,0,RegionC,Ligero,58.12141688,Mujer
2391,0,0,RegionC,Ligero,33.02709196,Hombre
2392,1,0,RegionB,Ligero,48.08130223,Mujer
2393,1,0,RegionB,Pesado,24.44433371,Hombre
2394,1,0,RegionB,Pesado,48.74814212,Hombre
2395,0,0,RegionA,Pesado,38.16043043,Hombre
2396,1,0,RegionB,Ligero,19.1561865,Mujer
2397,0,0,RegionC,Ligero,38.65844654,Hombre
2398,1,0,RegionA,Ligero,10.28023757,Hombre
2399,1,0,RegionB,Ligero,34.08218808,Mujer
2400,1,0,RegionC,Ligero,48.10100388,Mujer
2401,0,0,RegionC,Ligero,35.66646549,Hombre
2402,0,0,RegionA,Ligero,29.60985688,Mujer
2403,1,0,RegionA,Ligero,49.92053136,Mujer
2404,1,0,RegionB,Ligero,32.72132614,Hombre
2405,0,0,RegionC,Ligero,36.35911043,Hombre
2406,0,0,RegionC,Ligero,39.91009558,Mujer
2407,0,0,RegionC,Ligero,58.08743242,Hombre
2408,0,0,RegionC,Ligero,27.32941344,Hombre
2409,0,0,RegionA,Ligero,31.94138468,Mujer
2410,0,0,RegionC,Pesado,42.66455113,Mujer
2411,0,0,RegionA,Pesado,30.25163947,Mujer
2412,0,0,RegionC,Ligero,31.30836183,Mujer
2413,0,0,RegionC,Ligero,45.20216619,Hombre
2414,1,0,RegionA,Ligero,26.20410068,Hombre
2415,0,0,RegionC,Pesado,47.53927278,Hombre
2416,0,0,RegionC,Ligero,61.08401322,Mujer
2417,0,0,RegionA,Ligero,42.76721541,Hombre
2418,0,0,RegionA,Ligero,56.8171553,Mujer
2419,0,0,RegionB,Pesado,17.12151806,Mujer
2420,1,0,RegionB,Ligero,26.62930453,Mujer
2421,0,0,RegionC,Ligero,55.80325606,Hombre
2422,0,0,RegionB,Ligero,23.08750665,Hombre
2423,0,0,RegionC,Pesado,32.30237971,Mujer
2424,1,0,RegionC,Pesado,47.18104738,Mujer
2425,1,0,RegionA,Pesado,49.05690751,Mujer
2426,0,0,RegionB,Pesado,31.23061105,Mujer
2427,1,0,RegionB,Pesado,44.20240207,Hombre
2428,1,0,RegionB,Ligero,55.93275622,Mujer
2429,1,0,RegionB,Pesado,56.05618627,Hombre
2430,0,0,RegionA,Ligero,38.09330849,Hombre
2431,0,0,RegionB,Ligero,17.64833152,Hombre
2432,0,0,RegionC,Ligero,49.01715095,Mujer
2433,0,0,RegionB,Ligero,47.69616105,Hombre
2434,1,0,RegionA,Pesado,46.68817494,Mujer
2435,0,0,RegionB,Pesado,29.55158696,Hombre
2436,0,0,RegionA,Pesado,59.79509092,Hombre
2437,1,0,RegionC,Ligero,28.34615029,Hombre
2438,0,0,RegionC,Pesado,47.0177105,Mujer
2439,1,0,RegionC,Ligero,45.25058027,Hombre
2440,0,0,RegionA,Pesado,58.98205584,Mujer
2441,0,0,RegionB,Ligero,44.87301691,Mujer
2442,1,0,RegionB,Ligero,43.81923836,Hombre
2443,0,0,RegionA,Ligero,35.54752985,Mujer
2444,0,0,RegionB,Ligero,50.83649645,Mujer
2445,0,0,RegionA,Ligero,31.32451502,Hombre
2446,1,0,RegionB,Ligero,49.57636322,Hombre
2447,0,0,RegionC,Ligero,19.35460623,Hombre
2448,0,0,RegionA,Ligero,53.24535165,Mujer
2449,0,0,RegionA,Ligero,58.65779043,Hombre
2450,0,0,RegionC,Ligero,39.9541198,Hombre
2451,0,0,RegionA,Ligero,38.89920292,Mujer
2452,1,0,RegionC,Ligero,27.80934469,Hombre
2453,1,0,RegionA,Pesado,34.69455416,Mujer
2454,1,0,RegionB,Ligero,63.00584818,Hombre
2455,0,0,RegionC,Ligero,13.56852531,Mujer
2456,1,0,RegionB,Ligero,21.12298959,Hombre
2457,1,0,RegionB,Ligero,44.93508541,Mujer
2458,1,0,RegionB,Ligero,33.81398264,Mujer
2459,0,0,RegionA,Ligero,27.39607469,Mujer
2460,0,0,RegionC,Pesado,43.25115553,Mujer
2461,1,0,RegionB,Pesado,34.11263089,Hombre
2462,0,0,RegionC,Pesado,28.31135817,Mujer
2463,0,0,RegionA,Ligero,39.34589372,Mujer
2464,1,0,RegionC,Ligero,39.4734912,Mujer
2465,0,0,RegionC,Ligero,54.00378204,Hombre
2466,0,0,RegionC,Ligero,21.80387069,Hombre
2467,1,0,RegionB,Pesado,23.25671736,Hombre
2468,1,0,RegionB,Ligero,32.35505523,Hombre
2469,0,0,RegionC,Pesado,59.88965716,Hombre
2470,1,0,RegionA,Ligero,22.47073701,Mujer
2471,0,0,RegionA,Pesado,49.22544092,Hombre
2472,0,0,RegionC,Ligero,58.43061714,Mujer
2473,0,0,RegionC,Ligero,39.97602072,Hombre
2474,0,0,RegionB,Ligero,39.77734914,Hombre
2475,0,0,RegionB,Ligero,47.48677215,Hombre
2476,1,0,RegionC,Ligero,21.32474784,Hombre
2477,0,0,RegionC,Ligero,53.95827196,Hombre
2478,0,0,RegionC,Ligero,50.12454047,Hombre
2479,0,0,RegionB,Ligero,30.86878504,Hombre
2480,1,0,RegionB,Ligero,54.98064137,Hombre
2481,1,0,RegionC,Pesado,20.9048368,Mujer
2482,0,0,RegionA,Ligero,30.4932643,Hombre
2483,0,0,RegionC,Ligero,58.70687941,Mujer
2484,1,0,RegionB,Pesado,41.30315693,Mujer
2485,0,0,RegionC,Pesado,47.11462327,Mujer
2486,0,0,RegionA,Ligero,51.14889831,Hombre
2487,0,0,RegionC,Ligero,31.18538225,Hombre
2488,1,0,RegionC,Pesado,32.10306959,Mujer
2489,0,0,RegionB,Pesado,40.2076412,Hombre
2490,1,0,RegionC,Pesado,61.38777254,Hombre
2491,0,0,RegionA,Ligero,56.06539115,Hombre
2492,0,0,RegionA,Ligero,35.08662692,Mujer
2493,0,0,RegionB,Ligero,41.46667536,Mujer
2494,1,0,RegionB,Ligero,24.15492488,Mujer
2495,0,0,RegionC,Pesado,28.09494727,Mujer
2496,0,0,RegionA,Pesado,40.13342182,Hombre
2497,0,0,RegionB,Ligero,42.38239431,Mujer
2498,0,0,RegionB,Ligero,50.12694961,Mujer
2499,0,0,RegionC,Ligero,58.55986745,Mujer
2500,0,0,RegionB,Ligero,50.78613843,Mujer
2501,0,0,RegionA,Ligero,18.05647254,Mujer
2502,0,0,RegionC,Ligero,16.39761532,Mujer
2503,0,0,RegionA,Ligero,41.80116755,Hombre
2504,1,0,RegionB,Ligero,17.9074884,Mujer
2505,1,0,RegionA,Pesado,49.27212994,Hombre
2506,0,0,RegionC,Ligero,45.35777919,Mujer
2507,1,0,RegionC,Ligero,20.84143456,Mujer
2508,1,0,RegionC,Ligero,41.19919061,Mujer
2509,0,0,RegionC,Pesado,32.91329763,Hombre
2510,0,0,RegionA,Ligero,18.03871059,Hombre
2511,0,0,RegionA,Ligero,45.31773536,Hombre
2512,1,0,RegionA,Ligero,50.57316998,Hombre
2513,0,0,RegionC,Pesado,28.69793232,Mujer
2514,0,0,RegionC,Ligero,25.66435585,Hombre
2515,1,0,RegionB,Ligero,37.31714506,Hombre
2516,0,0,RegionC,Ligero,40.67580575,Hombre
2517,1,0,RegionB,Pesado,31.42477707,Hombre
2518,0,0,RegionA,Ligero,25.40063866,Mujer
2519,0,0,RegionA,Ligero,52.77717273,Mujer
2520,0,0,RegionA,Pesado,29.34764569,Hombre
2521,0,0,RegionC,Ligero,24.46223746,Mujer
2522,0,0,RegionB,Pesado,45.02889037,Mujer
2523,0,0,RegionA,Ligero,57.06155209,Mujer
2524,0,0,RegionB,Ligero,58.34801453,Hombre
2525,1,0,RegionB,Ligero,35.0183533,Mujer
2526,0,0,RegionB,Ligero,41.47520441,Hombre
2527,1,0,RegionB,Ligero,39.12422113,Hombre
2528,0,0,RegionC,Ligero,42.35246801,Mujer
2529,0,0,RegionB,Ligero,38.1024888,Hombre
2530,1,0,RegionA,Ligero,61.3448161,Mujer
2531,0,0,RegionB,Pesado,38.50971053,Hombre
2532,0,0,RegionA,Pesado,64.12560197,Mujer
2533,0,0,RegionA,Ligero,30.79157441,Hombre
2534,0,0,RegionA,Ligero,33.5088472,Mujer
2535,1,0,RegionA,Ligero,36.46319461,Hombre
2536,0,0,RegionA,Ligero,29.20083027,Mujer
2537,0,0,RegionC,Ligero,30.06170589,Mujer
2538,1,0,RegionB,Ligero,55.25129472,Hombre
2539,1,0,RegionC,Pesado,35.30136824,Hombre
2540,0,0,RegionC,Pesado,46.90254306,Hombre
2541,1,0,RegionB,Pesado,25.60721427,Mujer
2542,1,0,RegionA,Ligero,49.68383808,Hombre
2543,1,0,RegionB,Ligero,38.42566514,Hombre
2544,1,0,RegionB,Pesado,58.47052927,Mujer
2545,1,0,RegionC,Pesado,40.22403008,Hombre
2546,1,0,RegionA,Ligero,53.35898421,Mujer
2547,1,0,RegionA,Ligero,23.9751973,Hombre
2548,0,0,RegionA,Ligero,26.75852174,Hombre
2549,1,0,RegionB,Pesado,59.2440067,Hombre
2550,1,0,RegionC,Ligero,31.11575388,Mujer
2551,1,0,RegionB,Pesado,59.80352632,Mujer
2552,0,0,RegionB,Pesado,26.37661008,Mujer
2553,1,0,RegionB,Pesado,44.59571419,Mujer
2554,1,0,RegionC,Pesado,64.65967568,Hombre
2555,1,0,RegionA,Ligero,46.06891091,Mujer
2556,0,0,RegionB,Ligero,29.2182939,Mujer
2557,1,0,RegionB,Ligero,53.20294771,Hombre
2558,1,0,RegionB,Ligero,24.17243848,Mujer
2559,0,0,RegionA,Ligero,27.81666822,Hombre
2560,0,0,RegionC,Ligero,54.02627527,Mujer
2561,0,0,RegionC,Ligero,37.96104078,Hombre
2562,0,0,RegionB,Ligero,45.48401256,Mujer
2563,0,0,RegionC,Pesado,38.54565623,Hombre
2564,0,0,RegionC,Ligero,49.76089997,Hombre
2565,1,0,RegionA,Ligero,52.62319302,Hombre
2566,0,0,RegionA,Ligero,36.85859482,Mujer
2567,0,0,RegionA,Ligero,46.80802192,Hombre
2568,1,0,RegionB,Ligero,20.38082969,Hombre
2569,0,0,RegionC,Ligero,37.41651018,Mujer
2570,0,0,RegionC,Ligero,54.58918998,Hombre
2571,0,0,RegionC,Pesado,23.99453624,Mujer
2572,0,0,RegionC,Ligero,48.94376319,Mujer
2573,0,0,RegionB,Pesado,41.30923813,Hombre
2574,0,0,RegionA,Ligero,57.33309834,Mujer
2575,0,0,RegionB,Ligero,38.78241675,Hombre
2576,1,0,RegionB,Ligero,28.78605152,Hombre
2577,0,0,RegionA,Ligero,22.13486581,Mujer
2578,0,0,RegionA,Ligero,56.73253779,Mujer
2579,1,0,RegionB,Ligero,23.92847505,Mujer
2580,1,0,RegionA,Ligero,38.06081843,Mujer
2581,1,0,RegionB,Ligero,56.08377734,Hombre
2582,0,0,RegionB,Ligero,54.42204982,Hombre
2583,0,0,RegionA,Ligero,35.76976466,Mujer
2584,0,0,RegionC,Pesado,31.24739357,Mujer
2585,0,0,RegionA,Ligero,46.30391238,Hombre
2586,1,0,RegionC,Ligero,46.60259696,Hombre
2587,1,0,RegionC,Pesado,35.61359222,Mujer
2588,1,0,RegionB,Ligero,63.54866185,Hombre
2589,0,0,RegionB,Pesado,30.42624325,Hombre
2590,0,0,RegionA,Pesado,49.28205036,Mujer
2591,1,0,RegionA,Ligero,40.38057891,Mujer
2592,0,0,RegionB,Ligero,44.0420994,Mujer
2593,0,0,RegionB,Ligero,50.35084617,Mujer
2594,1,0,RegionC,Ligero,51.72378171,Hombre
2595,1,0,RegionB,Pesado,60.86994854,Hombre
2596,0,0,RegionA,Ligero,32.14150984,Mujer
2597,0,0,RegionA,Pesado,35.03251377,Hombre
2598,0,0,RegionC,Pesado,40.80062686,Mujer
2599,1,0,RegionB,Pesado,34.00094665,Mujer
2600,1,0,RegionC,Ligero,34.04740437,Hombre
2601,1,0,RegionB,Ligero,49.44055994,Hombre
2602,0,0,RegionB,Ligero,36.47687988,Hombre
2603,0,0,RegionC,Ligero,42.7760481,Hombre
2604,1,0,RegionC,Pesado,45.83867649,Hombre
2605,1,0,RegionB,Ligero,42.72833364,Hombre
2606,0,0,RegionB,Pesado,38.06334072,Hombre
2607,0,0,RegionB,Ligero,48.87690667,Hombre
2608,0,0,RegionC,Pesado,45.98891486,Hombre
2609,1,0,RegionC,Ligero,25.31442309,Mujer
2610,0,0,RegionC,Pesado,27.73413066,Hombre
2611,1,0,RegionA,Ligero,37.10932999,Hombre
2612,0,0,RegionB,Pesado,55.77432117,Hombre
2613,0,0,RegionC,Ligero,61.48682902,Mujer
2614,1,0,RegionC,Ligero,28.54923475,Hombre
2615,1,0,RegionB,Ligero,41.80990869,Hombre
2616,1,0,RegionC,Pesado,46.48595961,Mujer
2617,0,0,RegionA,Ligero,31.05628957,Hombre
2618,0,0,RegionB,Ligero,57.32397346,Hombre
2619,0,0,RegionA,Ligero,20.58000399,Mujer
2620,0,0,RegionB,Ligero,28.81071181,Hombre
2621,0,0,RegionC,Ligero,47.40879845,Mujer
2622,1,0,RegionB,Pesado,20.7923152,Mujer
2623,1,0,RegionB,Ligero,37.24814547,Hombre
2624,0,0,RegionC,Ligero,50.09257217,Mujer
2625,1,0,RegionA,Ligero,32.62224744,Mujer
2626,0,0,RegionB,Pesado,33.32929436,Hombre
2627,1,0,RegionB,Pesado,51.83522496,Mujer
2628,0,0,RegionA,Ligero,34.91582143,Hombre
2629,1,0,RegionA,Pesado,19.01864893,Mujer
2630,0,0,RegionB,Pesado,40.79717337,Mujer
2631,0,0,RegionA,Pesado,47.03763372,Hombre
2632,1,0,RegionB,Ligero,54.9328618,Hombre
2633,1,0,RegionA,Ligero,49.88120305,Mujer
2634,1,0,RegionA,Ligero,65.0968818,Mujer
2635,0,0,RegionC,Ligero,56.01235539,Mujer
2636,0,0,RegionA,Ligero,43.37754655,Hombre
2637,0,0,RegionA,Ligero,39.85574845,Hombre
2638,0,0,RegionA,Ligero,59.37344492,Hombre
2639,0,0,RegionB,Ligero,26.41618836,Hombre
2640,1,0,RegionC,Ligero,36.18317172,Hombre
2641,1,0,RegionB,Ligero,42.61737583,Mujer
2642,1,0,RegionA,Ligero,52.82027699,Hombre
2643,0,0,RegionC,Ligero,60.20005753,Mujer
2644,1,0,RegionB,Ligero,24.30244461,Hombre
2645,1,0,RegionA,Ligero,70.9127336,Mujer
2646,0,0,RegionC,Ligero,25.38417373,Mujer
2647,0,0,RegionC,Ligero,24.13179354,Mujer
2648,1,0,RegionB,Ligero,16.07780708,Hombre
2649,1,0,RegionA,Ligero,29.22338952,Mujer
2650,0,0,RegionB,Pesado,43.61747783,Mujer
2651,1,0,RegionC,Pesado,18.97662067,Hombre
2652,1,0,RegionC,Ligero,56.43681451,Mujer
2653,1,0,RegionB,Ligero,34.17178406,Mujer
2654,0,0,RegionC,Ligero,61.6651673,Mujer
2655,1,0,RegionB,Ligero,33.06636013,Mujer
2656,0,0,RegionA,Ligero,26.43202728,Mujer
2657,1,0,RegionC,Ligero,42.38084308,Mujer
2658,0,0,RegionB,Ligero,23.71860737,Mujer
2659,1,0,RegionA,Ligero,46.89238005,Mujer
2660,0,0,RegionC,Pesado,50.67002786,Mujer
2661,1,0,RegionC,Ligero,12.25710965,Mujer
2662,0,0,RegionC,Ligero,52.58962141,Mujer
2663,0,0,RegionC,Ligero,27.8359092,Mujer
2664,0,0,RegionC,Ligero,40.998631,Mujer
2665,0,0,RegionB,Ligero,48.81770003,Hombre
2666,0,0,RegionA,Pesado,32.38193987,Mujer
2667,0,0,RegionA,Ligero,49.89999343,Mujer
2668,0,0,RegionC,Pesado,27.41077816,Mujer
2669,0,0,RegionB,Ligero,57.15151251,Hombre
2670,1,0,RegionC,Ligero,44.58621265,Hombre
2671,1,0,RegionB,Ligero,35.42769105,Mujer
2672,1,0,RegionA,Ligero,23.53808306,Hombre
2673,1,0,RegionA,Pesado,28.28036172,Mujer
2674,0,0,RegionA,Ligero,37.26333376,Mujer
2675,0,0,RegionC,Ligero,35.37392791,Mujer
2676,1,0,RegionB,Pesado,23.59474156,Mujer
2677,1,0,RegionB,Ligero,58.71766181,Hombre
2678,1,0,RegionC,Ligero,28.53046702,Mujer
2679,0,0,RegionA,Ligero,52.1912697,Mujer
2680,0,0,RegionB,Ligero,25.6023148,Mujer
2681,0,0,RegionC,Pesado,52.65986661,Hombre
2682,0,0,RegionC,Ligero,36.83584628,Mujer
2683,0,0,RegionC,Ligero,51.9912427,Hombre
2684,1,0,RegionA,Ligero,53.15505564,Mujer
2685,1,0,RegionB,Ligero,46.13652524,Hombre
2686,0,0,RegionA,Ligero,23.82021124,Hombre
2687,0,0,RegionC,Ligero,24.1128812,Mujer
2688,0,0,RegionC,Ligero,36.10762791,Hombre
2689,0,0,RegionC,Ligero,45.63591863,Hombre
2690,0,0,RegionC,Pesado,29.51592761,Hombre
2691,1,0,RegionB,Ligero,55.84770326,Mujer
2692,1,0,RegionB,Pesado,43.3776749,Hombre
2693,1,0,RegionB,Ligero,28.48951009,Hombre
2694,0,0,RegionC,Ligero,51.68879263,Mujer
2695,1,0,RegionC,Ligero,52.5815711,Hombre
2696,0,0,RegionC,Ligero,24.59695448,Mujer
2697,1,0,RegionC,Pesado,39.84445747,Mujer
